id,whentime,sweeptypeid,fromnumber,tonumber,amount,transactionstatus
43,2014-01-01 19:39:51,1,5212345678900030,6571234567891006,15.0,0
44,2014-01-01 19:39:51,1,5212345678900064,6571234567891001,6837.09,0
45,2014-01-01 19:39:51,1,5212345678900055,6571234567891006,9.0,0
46,2014-01-01 19:39:51,1,5212345678900068,6571234567891006,1.0,0
47,2014-01-01 19:39:51,1,5212345678900062,6571234567891006,4.0,0
48,2014-01-01 19:39:51,1,5212345678900053,6571234567891006,4.0,0
49,2014-01-01 19:39:51,1,5212345678900093,6571234567891006,6.0,0
50,2014-01-01 19:39:51,1,5212345678900016,6571234567891006,15.0,0
51,2014-01-01 19:39:51,1,5212345678900014,6571234567891006,2.0,0
52,2014-01-01 19:39:51,1,5212345678900006,6571234567891001,16996.32,0
53,2014-01-01 19:39:51,1,5212345678900034,6571234567891006,13.0,0
54,2014-01-01 19:39:51,1,5212345678900045,6571234567891006,9.0,0
55,2014-01-01 19:39:51,1,5212345678900002,6571234567891006,17.0,0
56,2014-01-01 19:39:51,1,5212345678900038,6571234567891006,6.0,0
57,2014-01-01 19:39:51,1,5212345678900040,6571234567891006,5.0,0
58,2014-01-01 19:39:51,1,5212345678900018,6571234567891006,19.0,0
59,2014-01-01 19:39:51,1,5212345678900080,6571234567891006,14.0,0
60,2014-01-02 20:09:51,2,10000,5212345678900002,6.97,0
61,2014-01-02 20:09:51,2,10000,5212345678900003,1.9,0
62,2014-01-02 20:09:51,2,10000,5212345678900005,14.6,0
63,2014-01-02 20:09:51,2,10000,5212345678900006,8498.16,0
64,2014-01-02 20:09:51,2,10000,5212345678900008,8.0,0
65,2014-01-02 20:09:51,2,10000,5212345678900009,15.41,0
66,2014-01-02 20:09:51,2,10000,5212345678900011,1207.956,0
67,2014-01-02 20:09:51,2,10000,5212345678900012,25.41,0
68,2014-01-02 20:09:51,2,10000,5212345678900014,1.82,0
69,2014-01-02 20:09:51,2,10000,5212345678900016,3.6,0
70,2014-01-02 20:09:51,2,10000,5212345678900017,2.6,0
71,2014-01-02 20:09:51,2,10000,5212345678900018,17.86,0
72,2014-01-02 20:09:51,2,10000,5212345678900027,9.0,0
73,2014-01-02 20:09:51,2,10000,5212345678900030,11.7,0
74,2014-01-02 20:09:51,2,10000,5212345678900031,9.24,0
75,2014-01-02 20:09:51,2,10000,5212345678900032,11.88,0
76,2014-01-02 20:09:51,2,10000,5212345678900034,10.08,0
77,2014-01-02 20:09:51,2,10000,5212345678900036,6232.8,0
78,2014-01-02 20:09:51,2,10000,5212345678900037,5.67,0
79,2014-01-02 20:09:51,2,10000,5212345678900038,2.7,0
80,2014-01-02 20:09:51,2,10000,5212345678900040,11727.2978,0
81,2014-01-02 20:09:51,2,10000,5212345678900042,16.0,0
82,2014-01-02 20:09:51,2,10000,5212345678900045,3.42,0
83,2014-01-02 20:09:51,2,10000,5212345678900048,6.0,0
84,2014-01-02 20:09:51,2,10000,5212345678900053,11.6,0
85,2014-01-02 20:09:51,2,10000,5212345678900054,3.04,0
86,2014-01-02 20:09:51,2,10000,5212345678900055,8.37,0
87,2014-01-02 20:09:51,2,10000,5212345678900057,3.06,0
88,2014-01-02 20:09:51,2,10000,5212345678900059,7.6,0
89,2014-01-02 20:09:51,2,10000,5212345678900060,3.55,0
90,2014-01-02 20:09:51,2,10000,5212345678900062,1.68,0
91,2014-01-02 20:09:51,2,10000,5212345678900064,2872.8378,0
92,2014-01-02 20:09:51,2,10000,5212345678900068,0.46,0
93,2014-01-02 20:09:51,2,10000,5212345678900071,6.24,0
94,2014-01-02 20:09:51,2,10000,5212345678900073,19481.4592,0
95,2014-01-02 20:09:51,2,10000,5212345678900075,13.26,0
96,2014-01-02 20:09:51,2,10000,5212345678900076,3.45,0
97,2014-01-02 20:09:51,2,10000,5212345678900080,7.28,0
98,2014-01-02 20:09:51,2,10000,5212345678900084,15.0,0
99,2014-01-02 20:09:51,2,10000,5212345678900087,13.95,0
100,2014-01-02 20:09:51,2,10000,5212345678900092,3.36,0
101,2014-01-02 20:09:51,2,10000,5212345678900093,6.38,0
102,2014-01-02 20:09:51,1,5212345678900097,6571234567891006,6.0,0
103,2014-01-02 20:09:51,1,5212345678900079,6571234567891001,6749.68,0
104,2014-01-02 20:09:51,1,5212345678900013,6571234567891006,4.0,0
105,2014-01-02 20:09:51,1,5212345678900085,6571234567891006,6.0,0
106,2014-01-02 20:09:51,1,5212345678900010,6571234567891006,18.0,0
107,2014-01-02 20:09:51,1,5212345678900026,6571234567891006,17.0,0
108,2014-01-02 20:09:51,1,5212345678900087,6571234567891006,11.0,0
109,2014-01-02 20:09:51,1,5212345678900059,6571234567891001,5210.368,0
110,2014-01-02 20:09:51,1,5212345678900052,6571234567891006,7.0,0
111,2014-01-02 20:09:51,1,5212345678900080,6571234567891006,16.0,0
112,2014-01-02 20:09:51,1,5212345678900085,6571234567891001,4434.5,0
113,2014-01-02 20:09:51,1,5212345678900061,6571234567891001,8114.4,0
114,2014-01-02 20:09:51,1,5212345678900044,6571234567891006,16.0,0
115,2014-01-02 20:09:51,1,5212345678900020,6571234567891006,1.0,0
116,2014-01-02 20:09:51,1,5212345678900088,6571234567891006,11.0,0
117,2014-01-02 20:09:51,1,5212345678900069,6571234567891006,14.0,0
118,2014-01-02 20:09:51,1,5212345678900059,6571234567891006,11.0,0
119,2014-01-02 20:09:51,1,5212345678900032,6571234567891006,9.0,0
120,2014-01-02 20:09:51,1,5212345678900021,6571234567891006,20.0,0
121,2014-01-02 20:09:51,1,5212345678900096,6571234567891006,7.0,0
122,2014-01-03 20:09:51,1,5212345678900069,6571234567891006,1.0,0
123,2014-01-03 20:09:51,1,5212345678900007,6571234567891006,7.0,0
124,2014-01-03 20:09:51,1,5212345678900054,6571234567891006,1.0,0
125,2014-01-03 20:09:51,1,5212345678900024,6571234567891006,14.0,0
126,2014-01-03 20:09:51,1,5212345678900031,6571234567891006,20.0,0
127,2014-01-03 20:09:51,1,5212345678900055,6571234567891006,14.0,0
128,2014-01-03 20:09:51,1,5212345678900077,6571234567891006,20.0,0
129,2014-01-03 20:09:51,1,5212345678900056,6571234567891006,8.0,0
130,2014-01-03 20:09:51,1,5212345678900051,6571234567891006,3.0,0
131,2014-01-03 20:09:51,1,5212345678900054,6571234567891006,10.0,0
132,2014-01-03 20:09:51,1,5212345678900091,6571234567891006,12.0,0
133,2014-01-03 20:09:51,1,5212345678900070,6571234567891006,9.0,0
134,2014-01-03 20:09:51,1,5212345678900040,6571234567891006,4.0,0
135,2014-01-03 20:09:51,1,5212345678900084,6571234567891006,16.0,0
136,2014-01-03 20:09:51,1,5212345678900079,6571234567891006,9.0,0
137,2014-01-03 20:09:51,1,5212345678900066,6571234567891006,11.0,0
138,2014-01-03 20:09:51,1,5212345678900017,6571234567891006,17.0,0
139,2014-01-03 20:09:51,1,5212345678900086,6571234567891006,8.0,0
140,2014-01-03 20:09:51,1,5212345678900060,6571234567891006,10.0,0
141,2014-01-03 20:09:51,1,5212345678900084,6571234567891006,8.0,0
142,2014-01-04 19:59:51,1,5212345678900001,6571234567891003,131.54,1
143,2014-01-04 19:59:51,1,5212345678900002,6571234567891003,187.62,1
144,2014-01-04 19:59:51,1,5212345678900003,6571234567891003,99.92,1
145,2014-01-04 19:59:51,1,5212345678900004,6571234567891003,455.94,1
146,2014-01-04 19:59:51,1,5212345678900005,6571234567891003,299.48,1
147,2014-01-04 19:59:51,1,5212345678900006,6571234567891003,386.28,1
148,2014-01-04 19:59:51,1,5212345678900007,6571234567891003,361.28,1
149,2014-01-04 19:59:51,1,5212345678900008,6571234567891003,74.74,1
150,2014-01-04 19:59:51,1,5212345678900009,6571234567891003,153.32,1
151,2014-01-04 19:59:51,1,5212345678900010,6571234567891003,304.22,1
152,2014-01-04 19:59:51,1,5212345678900011,6571234567891003,468.2,1
153,2014-01-04 19:59:51,1,5212345678900012,6571234567891003,393.48,1
154,2014-01-04 19:59:51,1,5212345678900013,6571234567891003,333.56,1
155,2014-01-04 19:59:51,1,5212345678900014,6571234567891003,197.82,1
156,2014-01-04 19:59:51,1,5212345678900015,6571234567891003,432.26,1
157,2014-01-04 19:59:51,1,5212345678900016,6571234567891003,177.62,1
158,2014-01-04 19:59:51,1,5212345678900017,6571234567891003,292.28,1
159,2014-01-04 19:59:51,1,5212345678900018,6571234567891003,354.32,1
160,2014-01-04 19:59:51,1,5212345678900019,6571234567891003,144.32,1
161,2014-01-04 19:59:51,1,5212345678900020,6571234567891003,606.7,1
162,2014-01-04 19:59:51,1,5212345678900021,6571234567891003,302.48,1
163,2014-01-04 19:59:51,1,5212345678900022,6571234567891003,479.98,1
164,2014-01-04 19:59:51,1,5212345678900023,6571234567891003,436.24,1
165,2014-01-04 19:59:51,1,5212345678900024,6571234567891003,202.54,1
166,2014-01-04 19:59:51,1,5212345678900025,6571234567891003,269.36,1
167,2014-01-04 19:59:51,1,5212345678900026,6571234567891003,499.22,1
168,2014-01-04 19:59:51,1,5212345678900027,6571234567891003,603.06,1
169,2014-01-04 19:59:51,1,5212345678900028,6571234567891003,339.42,1
170,2014-01-04 19:59:51,1,5212345678900029,6571234567891003,161.34,1
171,2014-01-04 19:59:51,1,5212345678900030,6571234567891003,326.04,1
172,2014-01-04 19:59:51,1,5212345678900031,6571234567891003,489.76,1
173,2014-01-04 19:59:51,1,5212345678900032,6571234567891003,563.36,1
174,2014-01-04 19:59:51,1,5212345678900033,6571234567891003,234.14,1
175,2014-01-04 19:59:51,1,5212345678900034,6571234567891003,651.82,1
176,2014-01-04 19:59:51,1,5212345678900035,6571234567891003,156.4,1
177,2014-01-04 19:59:51,1,5212345678900036,6571234567891003,541.38,1
178,2014-01-04 19:59:51,1,5212345678900037,6571234567891003,180.38,1
179,2014-01-04 19:59:51,1,5212345678900038,6571234567891003,560.32,1
180,2014-01-04 19:59:51,1,5212345678900039,6571234567891003,323.34,1
181,2014-01-04 19:59:51,1,5212345678900040,6571234567891003,610.62,1
182,2014-01-04 19:59:51,1,5212345678900041,6571234567891003,168.26,1
183,2014-01-04 19:59:51,1,5212345678900042,6571234567891003,167.62,1
184,2014-01-04 19:59:51,1,5212345678900043,6571234567891003,156.58,1
185,2014-01-04 19:59:51,1,5212345678900044,6571234567891003,366.2,1
186,2014-01-04 19:59:51,1,5212345678900045,6571234567891003,494.08,1
187,2014-01-04 19:59:51,1,5212345678900046,6571234567891003,433.72,1
188,2014-01-04 19:59:51,1,5212345678900047,6571234567891003,650.64,1
189,2014-01-04 19:59:51,1,5212345678900048,6571234567891003,426.84,1
190,2014-01-04 19:59:51,1,5212345678900049,6571234567891003,81.02,1
191,2014-01-04 19:59:51,1,5212345678900050,6571234567891003,202.34,1
192,2014-01-04 19:59:51,1,5212345678900051,6571234567891003,556.98,1
193,2014-01-04 19:59:51,1,5212345678900052,6571234567891003,182.1,1
194,2014-01-04 19:59:51,1,5212345678900053,6571234567891003,597.92,1
195,2014-01-04 19:59:51,1,5212345678900054,6571234567891003,283.02,1
196,2014-01-04 19:59:51,1,5212345678900055,6571234567891003,610.4,1
197,2014-01-04 19:59:51,1,5212345678900056,6571234567891003,404.86,1
198,2014-01-04 19:59:51,1,5212345678900057,6571234567891003,530.1,1
199,2014-01-04 19:59:51,1,5212345678900058,6571234567891003,360.82,1
200,2014-01-04 19:59:51,1,5212345678900059,6571234567891003,651.3,1
201,2014-01-04 19:59:51,1,5212345678900060,6571234567891003,287.08,1
202,2014-01-04 19:59:51,1,5212345678900061,6571234567891003,450.8,1
203,2014-01-04 19:59:51,1,5212345678900062,6571234567891003,433.68,1
204,2014-01-04 19:59:51,1,5212345678900063,6571234567891003,445.94,1
205,2014-01-04 19:59:51,1,5212345678900064,6571234567891003,525.96,1
206,2014-01-04 19:59:51,1,5212345678900065,6571234567891003,360.76,1
207,2014-01-04 19:59:51,1,5212345678900066,6571234567891003,542.78,1
208,2014-01-04 19:59:51,1,5212345678900067,6571234567891003,554.62,1
209,2014-01-04 19:59:51,1,5212345678900068,6571234567891003,567.74,1
210,2014-01-04 19:59:51,1,5212345678900069,6571234567891003,477.2,1
211,2014-01-04 19:59:51,1,5212345678900070,6571234567891003,95.02,1
212,2014-01-04 19:59:51,1,5212345678900071,6571234567891003,231.16,1
213,2014-01-04 19:59:51,1,5212345678900072,6571234567891003,511.12,1
214,2014-01-04 19:59:51,1,5212345678900073,6571234567891003,621.22,1
215,2014-01-04 19:59:51,1,5212345678900074,6571234567891003,473.46,1
216,2014-01-04 19:59:51,1,5212345678900075,6571234567891003,516.76,1
217,2014-01-04 19:59:51,1,5212345678900076,6571234567891003,232.22,1
218,2014-01-04 19:59:51,1,5212345678900077,6571234567891003,549.22,1
219,2014-01-04 19:59:51,1,5212345678900078,6571234567891003,568.42,1
220,2014-01-04 19:59:51,1,5212345678900079,6571234567891003,241.06,1
221,2014-01-04 19:59:51,1,5212345678900080,6571234567891003,343.72,1
222,2014-01-04 19:59:51,1,5212345678900081,6571234567891003,196.62,1
223,2014-01-04 19:59:51,1,5212345678900082,6571234567891003,254.68,1
224,2014-01-04 19:59:51,1,5212345678900083,6571234567891003,572.82,1
225,2014-01-04 19:59:51,1,5212345678900084,6571234567891003,249.72,1
226,2014-01-04 19:59:51,1,5212345678900085,6571234567891003,633.56,1
227,2014-01-04 19:59:51,1,5212345678900086,6571234567891003,153.22,1
228,2014-01-04 19:59:51,1,5212345678900087,6571234567891003,575.36,1
229,2014-01-04 19:59:51,1,5212345678900088,6571234567891003,288.78,1
230,2014-01-04 19:59:51,1,5212345678900089,6571234567891003,419.12,1
231,2014-01-04 19:59:51,1,5212345678900090,6571234567891003,509.06,1
232,2014-01-04 19:59:51,1,5212345678900091,6571234567891003,464.32,1
233,2014-01-04 19:59:51,1,5212345678900092,6571234567891003,186.02,1
234,2014-01-04 19:59:51,1,5212345678900093,6571234567891003,244.54,1
235,2014-01-04 19:59:51,1,5212345678900094,6571234567891003,337.8,1
236,2014-01-04 19:59:51,1,5212345678900095,6571234567891003,422.92,1
237,2014-01-04 19:59:51,1,5212345678900096,6571234567891003,652.44,1
238,2014-01-04 19:59:51,1,5212345678900097,6571234567891003,434.2,1
239,2014-01-04 19:59:51,1,5212345678900098,6571234567891003,637.34,1
240,2014-01-04 19:59:51,1,5212345678900099,6571234567891003,296.04,1
241,2014-01-04 19:59:51,1,5212345678900100,6571234567891003,205.64,1
242,2014-01-04 19:59:51,1,5212345678900044,6571234567891006,10.0,0
243,2014-01-04 19:59:51,1,5212345678900022,6571234567891006,1.0,0
244,2014-01-04 19:59:51,1,5212345678900033,6571234567891006,3.0,0
245,2014-01-04 19:59:51,1,5212345678900032,6571234567891006,15.0,0
246,2014-01-04 19:59:51,1,5212345678900045,6571234567891006,20.0,0
247,2014-01-04 19:59:51,1,5212345678900095,6571234567891006,7.0,0
248,2014-01-04 19:59:51,1,5212345678900071,6571234567891006,3.0,0
249,2014-01-04 19:59:51,1,5212345678900030,6571234567891006,1.0,0
250,2014-01-04 19:59:51,1,5212345678900086,6571234567891006,6.0,0
251,2014-01-04 19:59:51,1,5212345678900063,6571234567891006,7.0,0
252,2014-01-04 19:59:51,1,5212345678900070,6571234567891006,4.0,0
253,2014-01-04 19:59:51,1,5212345678900076,6571234567891006,14.0,0
254,2014-01-04 19:59:51,1,5212345678900080,6571234567891006,6.0,0
255,2014-01-04 19:59:51,1,5212345678900078,6571234567891006,3.0,0
256,2014-01-04 19:59:51,1,5212345678900095,6571234567891006,1.0,0
257,2014-01-04 19:59:51,1,5212345678900061,6571234567891006,19.0,0
258,2014-01-04 19:59:51,1,5212345678900076,6571234567891006,6.0,0
259,2014-01-04 19:59:51,1,5212345678900021,6571234567891006,17.0,0
260,2014-01-04 19:59:51,1,5212345678900090,6571234567891006,20.0,0
261,2014-01-04 19:59:51,1,5212345678900091,6571234567891006,6.0,0
262,2014-01-05 19:49:51,1,5212345678900001,6571234567891004,657.7,1
263,2014-01-05 19:49:51,1,5212345678900002,6571234567891004,938.1,1
264,2014-01-05 19:49:51,1,5212345678900003,6571234567891004,499.6,1
265,2014-01-05 19:49:51,1,5212345678900004,6571234567891004,2279.7,1
266,2014-01-05 19:49:51,1,5212345678900005,6571234567891004,1497.4,1
267,2014-01-05 19:49:51,1,5212345678900006,6571234567891004,1931.4,1
268,2014-01-05 19:49:51,1,5212345678900007,6571234567891004,1806.4,1
269,2014-01-05 19:49:51,1,5212345678900008,6571234567891004,373.7,1
270,2014-01-05 19:49:51,1,5212345678900009,6571234567891004,766.6,1
271,2014-01-05 19:49:51,1,5212345678900010,6571234567891004,1521.1,1
272,2014-01-05 19:49:51,1,5212345678900011,6571234567891004,2341.0,1
273,2014-01-05 19:49:51,1,5212345678900012,6571234567891004,1967.4,1
274,2014-01-05 19:49:51,1,5212345678900013,6571234567891004,1667.8,1
275,2014-01-05 19:49:51,1,5212345678900014,6571234567891004,989.1,1
276,2014-01-05 19:49:51,1,5212345678900015,6571234567891004,2161.3,1
277,2014-01-05 19:49:51,1,5212345678900016,6571234567891004,888.1,1
278,2014-01-05 19:49:51,1,5212345678900017,6571234567891004,1461.4,1
279,2014-01-05 19:49:51,1,5212345678900018,6571234567891004,1771.6,1
280,2014-01-05 19:49:51,1,5212345678900019,6571234567891004,721.6,1
281,2014-01-05 19:49:51,1,5212345678900020,6571234567891004,3033.5,1
282,2014-01-05 19:49:51,1,5212345678900021,6571234567891004,1512.4,1
283,2014-01-05 19:49:51,1,5212345678900022,6571234567891004,2399.9,1
284,2014-01-05 19:49:51,1,5212345678900023,6571234567891004,2181.2,1
285,2014-01-05 19:49:51,1,5212345678900024,6571234567891004,1012.7,1
286,2014-01-05 19:49:51,1,5212345678900025,6571234567891004,1346.8,1
287,2014-01-05 19:49:51,1,5212345678900026,6571234567891004,2496.1,1
288,2014-01-05 19:49:51,1,5212345678900027,6571234567891004,3015.3,1
289,2014-01-05 19:49:51,1,5212345678900028,6571234567891004,1697.1,1
290,2014-01-05 19:49:51,1,5212345678900029,6571234567891004,806.7,1
291,2014-01-05 19:49:51,1,5212345678900030,6571234567891004,1630.2,1
292,2014-01-05 19:49:51,1,5212345678900031,6571234567891004,2448.8,1
293,2014-01-05 19:49:51,1,5212345678900032,6571234567891004,2816.8,1
294,2014-01-05 19:49:51,1,5212345678900033,6571234567891004,1170.7,1
295,2014-01-05 19:49:51,1,5212345678900034,6571234567891004,3259.1,1
296,2014-01-05 19:49:51,1,5212345678900035,6571234567891004,782.0,1
297,2014-01-05 19:49:51,1,5212345678900036,6571234567891004,2706.9,1
298,2014-01-05 19:49:51,1,5212345678900037,6571234567891004,901.9,1
299,2014-01-05 19:49:51,1,5212345678900038,6571234567891004,2801.6,1
300,2014-01-05 19:49:51,1,5212345678900039,6571234567891004,1616.7,1
301,2014-01-05 19:49:51,1,5212345678900040,6571234567891004,3053.1,1
302,2014-01-05 19:49:51,1,5212345678900041,6571234567891004,841.3,1
303,2014-01-05 19:49:51,1,5212345678900042,6571234567891004,838.1,1
304,2014-01-05 19:49:51,1,5212345678900043,6571234567891004,782.9,1
305,2014-01-05 19:49:51,1,5212345678900044,6571234567891004,1831.0,1
306,2014-01-05 19:49:51,1,5212345678900045,6571234567891004,2470.4,1
307,2014-01-05 19:49:51,1,5212345678900046,6571234567891004,2168.6,1
308,2014-01-05 19:49:51,1,5212345678900047,6571234567891004,3253.2,1
309,2014-01-05 19:49:51,1,5212345678900048,6571234567891004,2134.2,1
310,2014-01-05 19:49:51,1,5212345678900049,6571234567891004,405.1,1
311,2014-01-05 19:49:51,1,5212345678900050,6571234567891004,1011.7,1
312,2014-01-05 19:49:51,1,5212345678900051,6571234567891004,2784.9,1
313,2014-01-05 19:49:51,1,5212345678900052,6571234567891004,910.5,1
314,2014-01-05 19:49:51,1,5212345678900053,6571234567891004,2989.6,1
315,2014-01-05 19:49:51,1,5212345678900054,6571234567891004,1415.1,1
316,2014-01-05 19:49:51,1,5212345678900055,6571234567891004,3052.0,1
317,2014-01-05 19:49:51,1,5212345678900056,6571234567891004,2024.3,1
318,2014-01-05 19:49:51,1,5212345678900057,6571234567891004,2650.5,1
319,2014-01-05 19:49:51,1,5212345678900058,6571234567891004,1804.1,1
320,2014-01-05 19:49:51,1,5212345678900059,6571234567891004,3256.5,1
321,2014-01-05 19:49:51,1,5212345678900060,6571234567891004,1435.4,1
322,2014-01-05 19:49:51,1,5212345678900061,6571234567891004,2254.0,1
323,2014-01-05 19:49:51,1,5212345678900062,6571234567891004,2168.4,1
324,2014-01-05 19:49:51,1,5212345678900063,6571234567891004,2229.7,1
325,2014-01-05 19:49:51,1,5212345678900064,6571234567891004,2629.8,1
326,2014-01-05 19:49:51,1,5212345678900065,6571234567891004,1803.8,1
327,2014-01-05 19:49:51,1,5212345678900066,6571234567891004,2713.9,1
328,2014-01-05 19:49:51,1,5212345678900067,6571234567891004,2773.1,1
329,2014-01-05 19:49:51,1,5212345678900068,6571234567891004,2838.7,1
330,2014-01-05 19:49:51,1,5212345678900069,6571234567891004,2386.0,1
331,2014-01-05 19:49:51,1,5212345678900070,6571234567891004,475.1,1
332,2014-01-05 19:49:51,1,5212345678900071,6571234567891004,1155.8,1
333,2014-01-05 19:49:51,1,5212345678900072,6571234567891004,2555.6,1
334,2014-01-05 19:49:51,1,5212345678900073,6571234567891004,3106.1,1
335,2014-01-05 19:49:51,1,5212345678900074,6571234567891004,2367.3,1
336,2014-01-05 19:49:51,1,5212345678900075,6571234567891004,2583.8,1
337,2014-01-05 19:49:51,1,5212345678900076,6571234567891004,1161.1,1
338,2014-01-05 19:49:51,1,5212345678900077,6571234567891004,2746.1,1
339,2014-01-05 19:49:51,1,5212345678900078,6571234567891004,2842.1,1
340,2014-01-05 19:49:51,1,5212345678900079,6571234567891004,1205.3,1
341,2014-01-05 19:49:51,1,5212345678900080,6571234567891004,1718.6,1
342,2014-01-05 19:49:51,1,5212345678900081,6571234567891004,983.1,1
343,2014-01-05 19:49:51,1,5212345678900082,6571234567891004,1273.4,1
344,2014-01-05 19:49:51,1,5212345678900083,6571234567891004,2864.1,1
345,2014-01-05 19:49:51,1,5212345678900084,6571234567891004,1248.6,1
346,2014-01-05 19:49:51,1,5212345678900085,6571234567891004,3167.8,1
347,2014-01-05 19:49:51,1,5212345678900086,6571234567891004,766.1,1
348,2014-01-05 19:49:51,1,5212345678900087,6571234567891004,2876.8,1
349,2014-01-05 19:49:51,1,5212345678900088,6571234567891004,1443.9,1
350,2014-01-05 19:49:51,1,5212345678900089,6571234567891004,2095.6,1
351,2014-01-05 19:49:51,1,5212345678900090,6571234567891004,2545.3,1
352,2014-01-05 19:49:51,1,5212345678900091,6571234567891004,2321.6,1
353,2014-01-05 19:49:51,1,5212345678900092,6571234567891004,930.1,1
354,2014-01-05 19:49:51,1,5212345678900093,6571234567891004,1222.7,1
355,2014-01-05 19:49:51,1,5212345678900094,6571234567891004,1689.0,1
356,2014-01-05 19:49:51,1,5212345678900095,6571234567891004,2114.6,1
357,2014-01-05 19:49:51,1,5212345678900096,6571234567891004,3262.2,1
358,2014-01-05 19:49:51,1,5212345678900097,6571234567891004,2171.0,1
359,2014-01-05 19:49:51,1,5212345678900098,6571234567891004,3186.7,1
360,2014-01-05 19:49:51,1,5212345678900099,6571234567891004,1480.2,1
361,2014-01-05 19:49:51,1,5212345678900100,6571234567891004,1028.2,1
362,2014-01-05 19:49:51,1,5212345678900085,6571234567891006,6.0,0
363,2014-01-05 19:49:51,1,5212345678900053,6571234567891006,3.0,0
364,2014-01-05 19:49:51,1,5212345678900084,6571234567891006,16.0,0
365,2014-01-05 19:49:51,1,5212345678900083,6571234567891006,15.0,0
366,2014-01-05 19:49:51,1,5212345678900019,6571234567891006,2.0,0
367,2014-01-05 19:49:51,1,5212345678900095,6571234567891001,12718.8736,0
368,2014-01-05 19:49:51,1,5212345678900047,6571234567891006,2.0,0
369,2014-01-05 19:49:51,1,5212345678900082,6571234567891006,17.0,0
370,2014-01-05 19:49:51,1,5212345678900090,6571234567891006,7.0,0
371,2014-01-05 19:49:51,1,5212345678900044,6571234567891006,11.0,0
372,2014-01-05 19:49:51,1,5212345678900036,6571234567891006,3.0,0
373,2014-01-05 19:49:51,1,5212345678900069,6571234567891001,10762.032,0
374,2014-01-05 19:49:51,1,5212345678900080,6571234567891006,12.0,0
375,2014-01-05 19:49:51,1,5212345678900029,6571234567891006,9.0,0
376,2014-01-05 19:49:51,1,5212345678900018,6571234567891006,18.0,0
377,2014-01-05 19:49:51,1,5212345678900073,6571234567891006,18.0,0
378,2014-01-05 19:49:51,1,5212345678900088,6571234567891006,9.0,0
